season,week,game_id,away_team,home_team,kickoff_at,game_window
2026,7,2026_W07_NYG_AT_HOU,NYG,HOU,2026-10-25T13:00:00,SUNDAY_EARLY
2026,7,2026_W07_PIT_AT_NO,PIT,NO,2026-10-25T09:30:00,INTERNATIONAL
2026,7,2026_W07_SF_AT_ATL,SF,ATL,2026-10-25T13:00:00,SUNDAY_EARLY
2026,7,2026_W07_TB_AT_CAR,TB,CAR,2026-10-25T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_ARI_AT_DAL,ARI,DAL,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_ATL_AT_TB,ATL,TB,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_BAL_AT_BUF,BAL,BUF,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_CAR_AT_GB,CAR,GB,2026-10-29T20:15:00,THURSDAY
2026,8,2026_W08_CHI_AT_SEA,CHI,SEA,2026-11-02T20:15:00,MONDAY
2026,8,2026_W08_CLE_AT_PIT,CLE,PIT,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_IND_AT_JAX,IND,JAX,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_KC_AT_DEN,KC,DEN,2026-11-01T16:25:00,SUNDAY_LATE
2026,8,2026_W08_LAC_AT_LAR,LAC,LAR,2026-11-01T16:05:00,SUNDAY_LATE
2026,8,2026_W08_LV_AT_NYJ,LV,NYJ,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_MIN_AT_DET,MIN,DET,2026-11-01T13:00:00,SUNDAY_EARLY
2026,8,2026_W08_NE_AT_MIA,NE,MIA,2026-11-01T16:25:00,SUNDAY_LATE
2026,8,2026_W08_PHI_AT_WAS,PHI,WAS,2026-11-01T20:20:00,SUNDAY_NIGHT
2026,8,2026_W08_TEN_AT_CIN,TEN,CIN,2026-11-01T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_ARI_AT_SEA,ARI,SEA,2026-11-08T16:25:00,SUNDAY_LATE
2026,9,2026_W09_BUF_AT_MIN,BUF,MIN,2026-11-09T20:15:00,MONDAY
2026,9,2026_W09_CIN_AT_ATL,CIN,ATL,2026-11-08T09:30:00,INTERNATIONAL
2026,9,2026_W09_CLE_AT_NO,CLE,NO,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_DAL_AT_IND,DAL,IND,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_DEN_AT_CAR,DEN,CAR,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_DET_AT_MIA,DET,MIA,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_GB_AT_NE,GB,NE,2026-11-08T16:25:00,SUNDAY_LATE
2026,9,2026_W09_HOU_AT_LAC,HOU,LAC,2026-11-08T16:05:00,SUNDAY_LATE
2026,9,2026_W09_JAX_AT_BAL,JAX,BAL,2026-11-05T20:15:00,THURSDAY
2026,9,2026_W09_LAR_AT_WAS,LAR,WAS,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_LV_AT_SF,LV,SF,2026-11-08T16:05:00,SUNDAY_LATE
2026,9,2026_W09_NYG_AT_PHI,NYG,PHI,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_NYJ_AT_KC,NYJ,KC,2026-11-08T13:00:00,SUNDAY_EARLY
2026,9,2026_W09_TB_AT_CHI,TB,CHI,2026-11-08T20:20:00,SUNDAY_NIGHT
2026,10,2026_W10_BUF_AT_NYJ,BUF,NYJ,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_CAR_AT_NO,CAR,NO,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_HOU_AT_CLE,HOU,CLE,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_JAX_AT_TEN,JAX,TEN,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_KC_AT_ATL,KC,ATL,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_LAC_AT_BAL,LAC,BAL,2026-11-16T20:15:00,MONDAY
2026,10,2026_W10_LAR_AT_ARI,LAR,ARI,2026-11-15T16:05:00,SUNDAY_LATE
2026,10,2026_W10_MIA_AT_IND,MIA,IND,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_MIN_AT_GB,MIN,GB,2026-11-15T13:00:00,SUNDAY_EARLY
2026,10,2026_W10_NE_AT_DET,NE,DET,2026-11-15T09:30:00,INTERNATIONAL
2026,10,2026_W10_PIT_AT_CIN,PIT,CIN,2026-11-15T20:20:00,SUNDAY_NIGHT
2026,10,2026_W10_SEA_AT_LV,SEA,LV,2026-11-15T16:05:00,SUNDAY_LATE
2026,10,2026_W10_SF_AT_DAL,SF,DAL,2026-11-15T16:25:00,SUNDAY_LATE
2026,10,2026_W10_WAS_AT_NYG,WAS,NYG,2026-11-12T20:15:00,THURSDAY
2026,11,2026_W11_ARI_AT_KC,ARI,KC,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_BAL_AT_CAR,BAL,CAR,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_CIN_AT_WAS,CIN,WAS,2026-11-23T20:15:00,MONDAY
2026,11,2026_W11_IND_AT_HOU,IND,HOU,2026-11-19T20:15:00,THURSDAY
2026,11,2026_W11_JAX_AT_NYG,JAX,NYG,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_LV_AT_DEN,LV,DEN,2026-11-22T16:25:00,SUNDAY_LATE
2026,11,2026_W11_MIA_AT_BUF,MIA,BUF,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_MIN_AT_SF,MIN,SF,2026-11-22T20:20:00,SUNDAY_NIGHT
2026,11,2026_W11_NO_AT_CHI,NO,CHI,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_NYJ_AT_LAC,NYJ,LAC,2026-11-22T16:05:00,SUNDAY_LATE
2026,11,2026_W11_PIT_AT_PHI,PIT,PHI,2026-11-22T16:25:00,SUNDAY_LATE
2026,11,2026_W11_TB_AT_DET,TB,DET,2026-11-22T13:00:00,SUNDAY_EARLY
2026,11,2026_W11_TEN_AT_DAL,TEN,DAL,2026-11-22T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_ATL_AT_MIN,ATL,MIN,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_BAL_AT_HOU,BAL,HOU,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_CAR_AT_TB,CAR,TB,2026-11-30T20:15:00,MONDAY
2026,12,2026_W12_CHI_AT_DET,CHI,DET,2026-11-26T13:00:00,THURSDAY
2026,12,2026_W12_DEN_AT_PIT,DEN,PIT,2026-11-27T15:00:00,OTHER
2026,12,2026_W12_GB_AT_LAR,GB,LAR,2026-11-25T20:00:00,OTHER
2026,12,2026_W12_KC_AT_BUF,KC,BUF,2026-11-26T20:20:00,THURSDAY
2026,12,2026_W12_LV_AT_CLE,LV,CLE,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_NE_AT_LAC,NE,LAC,2026-11-29T20:20:00,SUNDAY_NIGHT
2026,12,2026_W12_NO_AT_CIN,NO,CIN,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_NYG_AT_IND,NYG,IND,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_NYJ_AT_MIA,NYJ,MIA,2026-11-29T13:00:00,SUNDAY_EARLY
2026,12,2026_W12_PHI_AT_DAL,PHI,DAL,2026-11-26T16:30:00,THURSDAY
2026,12,2026_W12_SEA_AT_SF,SEA,SF,2026-11-29T16:25:00,SUNDAY_LATE
2026,12,2026_W12_TEN_AT_JAX,TEN,JAX,2026-11-29T16:05:00,SUNDAY_LATE
2026,12,2026_W12_WAS_AT_ARI,WAS,ARI,2026-11-29T16:25:00,SUNDAY_LATE
2026,13,2026_W13_BUF_AT_NE,BUF,NE,2026-12-06T16:25:00,SUNDAY_LATE
2026,13,2026_W13_CAR_AT_MIN,CAR,MIN,2026-12-06T16:25:00,SUNDAY_LATE
2026,13,2026_W13_CIN_AT_CLE,CIN,CLE,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_DAL_AT_SEA,DAL,SEA,2026-12-07T20:15:00,MONDAY
2026,13,2026_W13_DET_AT_ATL,DET,ATL,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_GB_AT_NO,GB,NO,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_HOU_AT_PIT,HOU,PIT,2026-12-06T20:20:00,SUNDAY_NIGHT
2026,13,2026_W13_JAX_AT_CHI,JAX,CHI,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_KC_AT_LAR,KC,LAR,2026-12-03T20:15:00,THURSDAY
2026,13,2026_W13_LAC_AT_TB,LAC,TB,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_MIA_AT_DEN,MIA,DEN,2026-12-06T16:05:00,SUNDAY_LATE
2026,13,2026_W13_PHI_AT_ARI,PHI,ARI,2026-12-06T16:05:00,SUNDAY_LATE
2026,13,2026_W13_SF_AT_NYG,SF,NYG,2026-12-06T13:00:00,SUNDAY_EARLY
2026,13,2026_W13_WAS_AT_TEN,WAS,TEN,2026-12-06T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_ATL_AT_CLE,ATL,CLE,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_BUF_AT_GB,BUF,GB,2026-12-13T20:20:00,SUNDAY_NIGHT
2026,14,2026_W14_CHI_AT_MIA,CHI,MIA,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_DEN_AT_NYJ,DEN,NYJ,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_HOU_AT_WAS,HOU,WAS,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_IND_AT_PHI,IND,PHI,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_KC_AT_CIN,KC,CIN,2026-12-13T16:25:00,SUNDAY_LATE
2026,14,2026_W14_LAC_AT_LV,LAC,LV,2026-12-13T16:05:00,SUNDAY_LATE
2026,14,2026_W14_LAR_AT_SF,LAR,SF,2026-12-13T16:25:00,SUNDAY_LATE
2026,14,2026_W14_MIN_AT_NE,MIN,NE,2026-12-10T20:15:00,THURSDAY
2026,14,2026_W14_NO_AT_CAR,NO,CAR,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_NYG_AT_SEA,NYG,SEA,2026-12-13T16:25:00,SUNDAY_LATE
2026,14,2026_W14_PIT_AT_JAX,PIT,JAX,2026-12-14T20:15:00,MONDAY
2026,14,2026_W14_TB_AT_BAL,TB,BAL,2026-12-13T13:00:00,SUNDAY_EARLY
2026,14,2026_W14_TEN_AT_DET,TEN,DET,2026-12-13T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_ATL_AT_WAS,ATL,WAS,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_BAL_AT_PIT,BAL,PIT,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_CHI_AT_BUF,CHI,BUF,2026-12-19T20:20:00,SATURDAY
2026,15,2026_W15_CIN_AT_CAR,CIN,CAR,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_CLE_AT_NYG,CLE,NYG,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_DAL_AT_LAR,DAL,LAR,2026-12-20T16:25:00,SUNDAY_LATE
2026,15,2026_W15_DEN_AT_LV,DEN,LV,2026-12-20T16:25:00,SUNDAY_LATE
2026,15,2026_W15_DET_AT_MIN,DET,MIN,2026-12-20T20:20:00,SUNDAY_NIGHT
2026,15,2026_W15_IND_AT_TEN,IND,TEN,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_JAX_AT_HOU,JAX,HOU,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_MIA_AT_GB,MIA,GB,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_NE_AT_KC,NE,KC,2026-12-21T20:15:00,MONDAY
2026,15,2026_W15_NO_AT_TB,NO,TB,2026-12-20T13:00:00,SUNDAY_EARLY
2026,15,2026_W15_NYJ_AT_ARI,NYJ,ARI,2026-12-20T16:05:00,SUNDAY_LATE
2026,15,2026_W15_SEA_AT_PHI,SEA,PHI,2026-12-19T17:00:00,SATURDAY
2026,15,2026_W15_SF_AT_LAC,SF,LAC,2026-12-17T20:15:00,THURSDAY
2026,16,2026_W16_ARI_AT_NO,ARI,NO,2026-12-27T13:00:00,SUNDAY_EARLY
2026,16,2026_W16_BUF_AT_DEN,BUF,DEN,2026-12-25T16:30:00,OTHER
2026,16,2026_W16_CAR_AT_PIT,CAR,PIT,TBD,TBD
2026,16,2026_W16_CIN_AT_IND,CIN,IND,TBD,TBD
2026,16,2026_W16_CLE_AT_BAL,CLE,BAL,2026-12-27T13:00:00,SUNDAY_EARLY
2026,16,2026_W16_GB_AT_CHI,GB,CHI,2026-12-25T13:00:00,OTHER
2026,16,2026_W16_HOU_AT_PHI,HOU,PHI,2026-12-24T20:15:00,THURSDAY
2026,16,2026_W16_JAX_AT_DAL,JAX,DAL,2026-12-27T20:20:00,SUNDAY_NIGHT
2026,16,2026_W16_LAC_AT_MIA,LAC,MIA,2026-12-27T13:00:00,SUNDAY_EARLY
2026,16,2026_W16_LAR_AT_SEA,LAR,SEA,2026-12-25T20:15:00,OTHER
2026,16,2026_W16_NE_AT_NYJ,NE,NYJ,2026-12-27T13:00:00,SUNDAY_EARLY
2026,16,2026_W16_NYG_AT_DET,NYG,DET,2026-12-28T20:15:00,MONDAY
2026,16,2026_W16_SF_AT_KC,SF,KC,2026-12-27T16:25:00,SUNDAY_LATE
2026,16,2026_W16_TB_AT_ATL,TB,ATL,TBD,TBD
2026,16,2026_W16_TEN_AT_LV,TEN,LV,2026-12-27T16:05:00,SUNDAY_LATE
2026,16,2026_W16_WAS_AT_MIN,WAS,MIN,TBD,TBD
2026,17,2026_W17_BAL_AT_CIN,BAL,CIN,2026-12-31T20:15:00,THURSDAY
2026,17,2026_W17_BUF_AT_MIA,BUF,MIA,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_DEN_AT_NE,DEN,NE,TBD,TBD
2026,17,2026_W17_DET_AT_CHI,DET,CHI,2027-01-03T16:25:00,SUNDAY_LATE
2026,17,2026_W17_HOU_AT_GB,HOU,GB,2027-01-04T20:15:00,MONDAY
2026,17,2026_W17_IND_AT_CLE,IND,CLE,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_KC_AT_LAC,KC,LAC,TBD,TBD
2026,17,2026_W17_LAR_AT_TB,LAR,TB,TBD,TBD
2026,17,2026_W17_LV_AT_ARI,LV,ARI,2027-01-03T16:05:00,SUNDAY_LATE
2026,17,2026_W17_MIN_AT_NYJ,MIN,NYJ,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_NO_AT_ATL,NO,ATL,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_NYG_AT_DAL,NYG,DAL,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_PHI_AT_SF,PHI,SF,2027-01-03T20:20:00,SUNDAY_NIGHT
2026,17,2026_W17_PIT_AT_TEN,PIT,TEN,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_SEA_AT_CAR,SEA,CAR,2027-01-03T13:00:00,SUNDAY_EARLY
2026,17,2026_W17_WAS_AT_JAX,WAS,JAX,TBD,TBD
2026,18,2026_W18_ATL_AT_CAR,ATL,CAR,TBD,TBD
2026,18,2026_W18_CHI_AT_MIN,CHI,MIN,TBD,TBD
2026,18,2026_W18_CLE_AT_CIN,CLE,CIN,TBD,TBD
2026,18,2026_W18_DAL_AT_WAS,DAL,WAS,TBD,TBD
2026,18,2026_W18_DET_AT_GB,DET,GB,TBD,TBD
2026,18,2026_W18_JAX_AT_IND,JAX,IND,TBD,TBD
2026,18,2026_W18_LAC_AT_DEN,LAC,DEN,TBD,TBD
2026,18,2026_W18_LV_AT_KC,LV,KC,TBD,TBD
2026,18,2026_W18_MIA_AT_NE,MIA,NE,TBD,TBD
2026,18,2026_W18_NYJ_AT_BUF,NYJ,BUF,TBD,TBD
2026,18,2026_W18_PHI_AT_NYG,PHI,NYG,TBD,TBD
2026,18,2026_W18_PIT_AT_BAL,PIT,BAL,TBD,TBD
2026,18,2026_W18_SEA_AT_LAR,SEA,LAR,TBD,TBD
2026,18,2026_W18_SF_AT_ARI,SF,ARI,TBD,TBD
2026,18,2026_W18_TB_AT_NO,TB,NO,TBD,TBD
